id,supplier,item,description,cost,status,date,product_key_manual,supplier_norm,text_norm,text_norm_compact,matched_key,product_id,product_name,vendor_name,confidence,method
REQ35430,CC,MS 365 E5 + Zscaler IA + Tanium Endpoint,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of MS 365 E5. This purchase, processed via CC, will complement our existing deployment of Cisco FP-2100 and ensure coverage for 3034 users in Americas. Budget reallocation approved by the CISO on 2025-07-08.",390171.4,ORDERED,28/11/2023,,cc,"cc ms 365 e5 + zscaler ia + tanium endpoint in response to recent threat intelligence reports, it security has recommended immediate onboarding of ms 365 e5. this purchase, processed via cc, will complement our existing deployment of cisco fp-2100 and ensure coverage for 3034 users in americas. budget reallocation approved by the ciso on 2025-07-08.","ccms365e5+zscaleria+taniumendpointinresponsetorecentthreatintelligencereports,itsecurityhasrecommendedimmediateonboardingofms365e5.thispurchase,processedviacc,willcomplementourexistingdeploymentofciscofp2100andensurecoveragefor3034usersinamericas.budgetreallocationapprovedbythecisoon20250708.",zscaler ia,PROD007,Zscaler Internet Access,Zscaler,medium,keyword
REQ47363,Wiz Inc,Zscaler IA + CrowdStrike EDR,"As part of our cloud security strategy, the acquisition of Zscaler Internet Access is being processed via Wiz Inc. This initiative includes additional modules for Wiz Defend, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",453126.57,PENDING,14/06/2025,,wiz inc,"wiz inc zscaler ia + crowdstrike edr as part of our cloud security strategy, the acquisition of zscaler internet access is being processed via wiz inc. this initiative includes additional modules for wiz defend, supporting both emea and apac operations. justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.","wizinczscaleria+crowdstrikeedraspartofourcloudsecuritystrategy,theacquisitionofzscalerinternetaccessisbeingprocessedviawizinc.thisinitiativeincludesadditionalmodulesforwizdefend,supportingbothemeaandapacoperations.justificationforthisprocurementistiedtozerotrustarchitectureadoptionandenhancedincidentresponsereadiness.",zscaler ia,PROD007,Zscaler Internet Access,Zscaler,medium,keyword
REQ20696,Wiz Inc,O365 E5 + Cisco Firepower 2000 Series + CS Falcon,"Procurement of MS 365 E5 is being prioritised under the FY24 budget allocation for security enhancements. The acquisition, handled through Wiz Inc, addresses critical gaps identified in the last compliance audit. The package will also integrate with Tanium Endpoint to improve overall coverage in APAC.",396733.42,PENDING,20/03/2023,,wiz inc,"wiz inc o365 e5 + cisco firepower 2000 series + cs falcon procurement of ms 365 e5 is being prioritised under the fy24 budget allocation for security enhancements. the acquisition, handled through wiz inc, addresses critical gaps identified in the last compliance audit. the package will also integrate with tanium endpoint to improve overall coverage in apac.","wizinco365e5+ciscofirepower2000series+csfalconprocurementofms365e5isbeingprioritisedunderthefy24budgetallocationforsecurityenhancements.theacquisition,handledthroughwizinc,addressescriticalgapsidentifiedinthelastcomplianceaudit.thepackagewillalsointegratewithtaniumendpointtoimproveoverallcoverageinapac.",firepower 2000,PROD003,Cisco Firepower 2000 Series,Cisco,medium,keyword
REQ81932,WWT,Cisco FP-2100 + O365 E5 + Wiz Cloud,"Procurement of Cisco FP-2100 is being prioritised under the FY24 budget allocation for security enhancements. The acquisition, handled through WWT, addresses critical gaps identified in the last compliance audit. The package will also integrate with O365 E5 to improve overall coverage in Americas.",28635.98,ORDERED,25/07/2025,,wwt,"wwt cisco fp-2100 + o365 e5 + wiz cloud procurement of cisco fp-2100 is being prioritised under the fy24 budget allocation for security enhancements. the acquisition, handled through wwt, addresses critical gaps identified in the last compliance audit. the package will also integrate with o365 e5 to improve overall coverage in americas.","wwtciscofp2100+o365e5+wizcloudprocurementofciscofp2100isbeingprioritisedunderthefy24budgetallocationforsecurityenhancements.theacquisition,handledthroughwwt,addressescriticalgapsidentifiedinthelastcomplianceaudit.thepackagewillalsointegratewitho365e5toimproveoverallcoverageinamericas.",wiz cloud,PROD004,Wiz Cloud,Wiz,medium,keyword
REQ56244,CrowdStrike Inc,MS 365 E5 + Tanium,"Following the results of our latest vulnerability assessment, we are initiating the procurement of M i c r o s o f t 3 6 5 E5 to replace outdated solutions currently deployed across Americas operations. This request, coordinated via CrowdStrike Inc, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for WizCld to enhance layered security and comply with internal audit requirements.",333863.79,DRAFT,08/12/2025,,crowdstrike inc,"crowdstrike inc ms 365 e5 + tanium following the results of our latest vulnerability assessment, we are initiating the procurement of m i c r o s o f t 3 6 5 e5 to replace outdated solutions currently deployed across americas operations. this request, coordinated via crowdstrike inc, is part of our broader cyber resilience program. additionally, this order includes partial licensing for wizcld to enhance layered security and comply with internal audit requirements.","crowdstrikeincms365e5+taniumfollowingtheresultsofourlatestvulnerabilityassessment,weareinitiatingtheprocurementofmicrosoft365e5toreplaceoutdatedsolutionscurrentlydeployedacrossamericasoperations.thisrequest,coordinatedviacrowdstrikeinc,ispartofourbroadercyberresilienceprogram.additionally,thisorderincludespartiallicensingforwizcldtoenhancelayeredsecurityandcomplywithinternalauditrequirements.",,,,,low,fallback
REQ12128,CrowdStrike Inc,Cisco FP-2100 + Microsoft E5 + Wiz Cl0ud,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Firepower 2K series. This purchase, processed via CrowdStrike Inc, will complement our existing deployment of Zscaler IA and ensure coverage for 4359 users in Americas. Budget reallocation approved by the CISO on 2023-03-31.",368917.56,CANCELLED,01/10/2023,,crowdstrike inc,"crowdstrike inc cisco fp-2100 + microsoft e5 + wiz cl0ud in response to recent threat intelligence reports, it security has recommended immediate onboarding of firepower 2k series. this purchase, processed via crowdstrike inc, will complement our existing deployment of zscaler ia and ensure coverage for 4359 users in americas. budget reallocation approved by the ciso on 2023-03-31.","crowdstrikeincciscofp2100+microsofte5+wizcl0udinresponsetorecentthreatintelligencereports,itsecurityhasrecommendedimmediateonboardingoffirepower2kseries.thispurchase,processedviacrowdstrikeinc,willcomplementourexistingdeploymentofzscaleriaandensurecoveragefor4359usersinamericas.budgetreallocationapprovedbythecisoon20230331.",zscaler ia,PROD007,Zscaler Internet Access,Zscaler,medium,keyword
REQ69988,Zscaler Inc,Microsft 365 E5 + Wiz Cloud,"Procurement of Microsoft E5 is being prioritised under the FY25 budget allocation for security enhancements. The acquisition, handled through Zscaler Inc, addresses critical gaps identified in the last compliance audit. The package will also integrate with Zscaler Internet Access to improve overall coverage in APAC.",396599.06,DRAFT,08/10/2024,,zscaler inc,"zscaler inc microsft 365 e5 + wiz cloud procurement of microsoft e5 is being prioritised under the fy25 budget allocation for security enhancements. the acquisition, handled through zscaler inc, addresses critical gaps identified in the last compliance audit. the package will also integrate with zscaler internet access to improve overall coverage in apac.","zscalerincmicrosft365e5+wizcloudprocurementofmicrosofte5isbeingprioritisedunderthefy25budgetallocationforsecurityenhancements.theacquisition,handledthroughzscalerinc,addressescriticalgapsidentifiedinthelastcomplianceaudit.thepackagewillalsointegratewithzscalerinternetaccesstoimproveoverallcoverageinapac.",zscaler internet access,PROD007,Zscaler Internet Access,Zscaler,high,keyword+vendor
REQ26315,CC,Cisco FP2K + WizDefnd + Zscaler IA,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Firepower 2K series. This purchase, processed via CC, will complement our existing deployment of Wiz Cloud and ensure coverage for 4498 users in APAC. Budget reallocation approved by the CISO on 2024-08-08.",486993.17,ORDERED,15/10/2025,,cc,"cc cisco fp2k + wizdefnd + zscaler ia in response to recent threat intelligence reports, it security has recommended immediate onboarding of firepower 2k series. this purchase, processed via cc, will complement our existing deployment of wiz cloud and ensure coverage for 4498 users in apac. budget reallocation approved by the ciso on 2024-08-08.","ccciscofp2k+wizdefnd+zscaleriainresponsetorecentthreatintelligencereports,itsecurityhasrecommendedimmediateonboardingoffirepower2kseries.thispurchase,processedviacc,willcomplementourexistingdeploymentofwizcloudandensurecoveragefor4498usersinapac.budgetreallocationapprovedbythecisoon20240808.",zscaler ia,PROD007,Zscaler Internet Access,Zscaler,medium,keyword
REQ20494,Tanium Inc,Firepower 2K series + Zscaler IA + Wiz Cl0ud,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Cisco Firepower 2000 Series. This purchase, processed via Tanium Inc, will complement our existing deployment of Tanium Endpoint and ensure coverage for 726 users in Americas. Budget reallocation approved by the CISO on 2024-01-05.",360243.14,PENDING,28/06/2025,,tanium inc,"tanium inc firepower 2k series + zscaler ia + wiz cl0ud in response to recent threat intelligence reports, it security has recommended immediate onboarding of cisco firepower 2000 series. this purchase, processed via tanium inc, will complement our existing deployment of tanium endpoint and ensure coverage for 726 users in americas. budget reallocation approved by the ciso on 2024-01-05.","taniumincfirepower2kseries+zscaleria+wizcl0udinresponsetorecentthreatintelligencereports,itsecurityhasrecommendedimmediateonboardingofciscofirepower2000series.thispurchase,processedviataniuminc,willcomplementourexistingdeploymentoftaniumendpointandensurecoveragefor726usersinamericas.budgetreallocationapprovedbythecisoon20240105.",firepower 2000,PROD003,Cisco Firepower 2000 Series,Cisco,medium,keyword
REQ57619,WWT,Cisco FP-2100 + M i c r o s o f t 3 6 5 E5,"Following the results of our latest vulnerability assessment, we are initiating the procurement of Cisco FP2K to replace outdated solutions currently deployed across Americas operations. This request, coordinated via WWT, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for Zscaler Internet Access to enhance layered security and comply with internal audit requirements.",340653.99,ORDERED,13/03/2023,,wwt,"wwt cisco fp-2100 + m i c r o s o f t 3 6 5 e5 following the results of our latest vulnerability assessment, we are initiating the procurement of cisco fp2k to replace outdated solutions currently deployed across americas operations. this request, coordinated via wwt, is part of our broader cyber resilience program. additionally, this order includes partial licensing for zscaler internet access to enhance layered security and comply with internal audit requirements.","wwtciscofp2100+microsoft365e5followingtheresultsofourlatestvulnerabilityassessment,weareinitiatingtheprocurementofciscofp2ktoreplaceoutdatedsolutionscurrentlydeployedacrossamericasoperations.thisrequest,coordinatedviawwt,ispartofourbroadercyberresilienceprogram.additionally,thisorderincludespartiallicensingforzscalerinternetaccesstoenhancelayeredsecurityandcomplywithinternalauditrequirements.",zscaler internet access,PROD007,Zscaler Internet Access,Zscaler,medium,keyword
REQ58760,CrowdStrike Inc,Crowdstrik Flacon + M i c r o s o f t 3 6 5 E5 + Tanium Endpoint,"Annual renewal and capacity expansion of CS Falcon for Americas teams is required to maintain defensive posture. This transaction via CrowdStrike Inc also bundles Tanium licenses, ensuring integrated controls across multiple vectors. Implementation will be handled in Q4 following testing in staging environments.",202026.85,CANCELLED,26/05/2024,,crowdstrike inc,"crowdstrike inc crowdstrik flacon + m i c r o s o f t 3 6 5 e5 + tanium endpoint annual renewal and capacity expansion of cs falcon for americas teams is required to maintain defensive posture. this transaction via crowdstrike inc also bundles tanium licenses, ensuring integrated controls across multiple vectors. implementation will be handled in q4 following testing in staging environments.","crowdstrikeinccrowdstrikflacon+microsoft365e5+taniumendpointannualrenewalandcapacityexpansionofcsfalconforamericasteamsisrequiredtomaintaindefensiveposture.thistransactionviacrowdstrikeincalsobundlestaniumlicenses,ensuringintegratedcontrolsacrossmultiplevectors.implementationwillbehandledinq4followingtestinginstagingenvironments.",falcon,PROD002,CrowdStrike Falcon Enterprise,CrowdStrike,high,keyword+vendor
REQ90199,Microsoft Corp,Microsft 365 E5 + Zscaler Internet Access + Wiz Defend,"Annual renewal and capacity expansion of Microsft 365 E5 for APAC teams is required to maintain defensive posture. This transaction via Microsoft Corp also bundles Wiz Cl0ud licenses, ensuring integrated controls across multiple vectors. Implementation will be handled in Q1 following testing in staging environments.",427149.01,ORDERED,20/12/2023,,microsoft corp,"microsoft corp microsft 365 e5 + zscaler internet access + wiz defend annual renewal and capacity expansion of microsft 365 e5 for apac teams is required to maintain defensive posture. this transaction via microsoft corp also bundles wiz cl0ud licenses, ensuring integrated controls across multiple vectors. implementation will be handled in q1 following testing in staging environments.","microsoftcorpmicrosft365e5+zscalerinternetaccess+wizdefendannualrenewalandcapacityexpansionofmicrosft365e5forapacteamsisrequiredtomaintaindefensiveposture.thistransactionviamicrosoftcorpalsobundleswizcl0udlicenses,ensuringintegratedcontrolsacrossmultiplevectors.implementationwillbehandledinq1followingtestinginstagingenvironments.",zscaler internet access,PROD007,Zscaler Internet Access,Zscaler,medium,keyword
REQ30644,WWT,TaniumMgmt + Cisco FP-2100,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Tanium Endpoint. This purchase, processed via WWT, will complement our existing deployment of Wiz Defnd and ensure coverage for 769 users in Americas. Budget reallocation approved by the CISO on 2023-05-13.",65074.42,PENDING,12/10/2023,,wwt,"wwt taniummgmt + cisco fp-2100 in response to recent threat intelligence reports, it security has recommended immediate onboarding of tanium endpoint. this purchase, processed via wwt, will complement our existing deployment of wiz defnd and ensure coverage for 769 users in americas. budget reallocation approved by the ciso on 2023-05-13.","wwttaniummgmt+ciscofp2100inresponsetorecentthreatintelligencereports,itsecurityhasrecommendedimmediateonboardingoftaniumendpoint.thispurchase,processedviawwt,willcomplementourexistingdeploymentofwizdefndandensurecoveragefor769usersinamericas.budgetreallocationapprovedbythecisoon20230513.",,,,,low,fallback
REQ78903,WWT,CrowdStrike Falcon + Wiz Defend + Tanium Endpoint,"Annual renewal and capacity expansion of CrowdStrike EDR for APAC teams is required to maintain defensive posture. This transaction via WWT also bundles O365 E5 licenses, ensuring integrated controls across multiple vectors. Implementation will be handled in Q2 following testing in staging environments.",322957.6,ORDERED,12/08/2025,,wwt,"wwt crowdstrike falcon + wiz defend + tanium endpoint annual renewal and capacity expansion of crowdstrike edr for apac teams is required to maintain defensive posture. this transaction via wwt also bundles o365 e5 licenses, ensuring integrated controls across multiple vectors. implementation will be handled in q2 following testing in staging environments.","wwtcrowdstrikefalcon+wizdefend+taniumendpointannualrenewalandcapacityexpansionofcrowdstrikeedrforapacteamsisrequiredtomaintaindefensiveposture.thistransactionviawwtalsobundleso365e5licenses,ensuringintegratedcontrolsacrossmultiplevectors.implementationwillbehandledinq2followingtestinginstagingenvironments.",falcon,PROD002,CrowdStrike Falcon Enterprise,CrowdStrike,medium,keyword
REQ49862,Zscaler Inc,Tanium Endpoint + Crowdstrik Flacon,"As part of our cloud security strategy, the acquisition of Tanium is being processed via Zscaler Inc. This initiative includes additional modules for Microsoft E5, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",176281.43,CANCELLED,11/06/2023,,zscaler inc,"zscaler inc tanium endpoint + crowdstrik flacon as part of our cloud security strategy, the acquisition of tanium is being processed via zscaler inc. this initiative includes additional modules for microsoft e5, supporting both emea and apac operations. justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.","zscalerinctaniumendpoint+crowdstrikflaconaspartofourcloudsecuritystrategy,theacquisitionoftaniumisbeingprocessedviazscalerinc.thisinitiativeincludesadditionalmodulesformicrosofte5,supportingbothemeaandapacoperations.justificationforthisprocurementistiedtozerotrustarchitectureadoptionandenhancedincidentresponsereadiness.",,,,,low,fallback
REQ32439,Wiz Inc,Cisco Firepower 2000 Series + Tanium + Microsoft E5,"Procurement of Cisco FP-2100 is being prioritised under the FY25 budget allocation for security enhancements. The acquisition, handled through Wiz Inc, addresses critical gaps identified in the last compliance audit. The package will also integrate with M i c r o s o f t 3 6 5 E5 to improve overall coverage in APAC.",474530.69,CANCELLED,07/03/2024,,wiz inc,"wiz inc cisco firepower 2000 series + tanium + microsoft e5 procurement of cisco fp-2100 is being prioritised under the fy25 budget allocation for security enhancements. the acquisition, handled through wiz inc, addresses critical gaps identified in the last compliance audit. the package will also integrate with m i c r o s o f t 3 6 5 e5 to improve overall coverage in apac.","wizincciscofirepower2000series+tanium+microsofte5procurementofciscofp2100isbeingprioritisedunderthefy25budgetallocationforsecurityenhancements.theacquisition,handledthroughwizinc,addressescriticalgapsidentifiedinthelastcomplianceaudit.thepackagewillalsointegratewithmicrosoft365e5toimproveoverallcoverageinapac.",firepower 2000,PROD003,Cisco Firepower 2000 Series,Cisco,medium,keyword
REQ19564,CC,Zscaler IA + CrowdStrike EDR,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Zscaler IA. This purchase, processed via CC, will complement our existing deployment of CrowdStrike EDR and ensure coverage for 298 users in APAC. Budget reallocation approved by the CISO on 2025-09-16.",244704.31,PENDING,27/11/2024,,cc,"cc zscaler ia + crowdstrike edr in response to recent threat intelligence reports, it security has recommended immediate onboarding of zscaler ia. this purchase, processed via cc, will complement our existing deployment of crowdstrike edr and ensure coverage for 298 users in apac. budget reallocation approved by the ciso on 2025-09-16.","cczscaleria+crowdstrikeedrinresponsetorecentthreatintelligencereports,itsecurityhasrecommendedimmediateonboardingofzscaleria.thispurchase,processedviacc,willcomplementourexistingdeploymentofcrowdstrikeedrandensurecoveragefor298usersinapac.budgetreallocationapprovedbythecisoon20250916.",zscaler ia,PROD007,Zscaler Internet Access,Zscaler,medium,keyword
REQ23917,Cisco Systems,Wiz Defend + CS Falcon + WizCld,"As part of our cloud security strategy, the acquisition of Wiz Defnd is being processed via Cisco Systems. This initiative includes additional modules for CS Falcon, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",127719.85,DRAFT,14/04/2023,,cisco systems,"cisco systems wiz defend + cs falcon + wizcld as part of our cloud security strategy, the acquisition of wiz defnd is being processed via cisco systems. this initiative includes additional modules for cs falcon, supporting both emea and apac operations. justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.","ciscosystemswizdefend+csfalcon+wizcldaspartofourcloudsecuritystrategy,theacquisitionofwizdefndisbeingprocessedviaciscosystems.thisinitiativeincludesadditionalmodulesforcsfalcon,supportingbothemeaandapacoperations.justificationforthisprocurementistiedtozerotrustarchitectureadoptionandenhancedincidentresponsereadiness.",falcon,PROD002,CrowdStrike Falcon Enterprise,CrowdStrike,medium,keyword
REQ75373,CC,Cisco Firepower 2000 Series + WizDefnd + M i c r o s o f t 3 6 5 E5,"As part of our cloud security strategy, the acquisition of Cisco FP2K is being processed via CC. This initiative includes additional modules for CrowdStrike EDR, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",231329.17,PENDING,16/03/2024,,cc,"cc cisco firepower 2000 series + wizdefnd + m i c r o s o f t 3 6 5 e5 as part of our cloud security strategy, the acquisition of cisco fp2k is being processed via cc. this initiative includes additional modules for crowdstrike edr, supporting both emea and apac operations. justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.","ccciscofirepower2000series+wizdefnd+microsoft365e5aspartofourcloudsecuritystrategy,theacquisitionofciscofp2kisbeingprocessedviacc.thisinitiativeincludesadditionalmodulesforcrowdstrikeedr,supportingbothemeaandapacoperations.justificationforthisprocurementistiedtozerotrustarchitectureadoptionandenhancedincidentresponsereadiness.",firepower 2000,PROD003,Cisco Firepower 2000 Series,Cisco,medium,keyword
REQ27555,Zscaler Inc,WizDefnd + Zscaler IA + Cisco Firepower 2000 Series,"Following the results of our latest vulnerability assessment, we are initiating the procurement of WizDefnd to replace outdated solutions currently deployed across EMEA operations. This request, coordinated via Zscaler Inc, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for Tanium to enhance layered security and comply with internal audit requirements.",203287.9,PENDING,12/01/2025,,zscaler inc,"zscaler inc wizdefnd + zscaler ia + cisco firepower 2000 series following the results of our latest vulnerability assessment, we are initiating the procurement of wizdefnd to replace outdated solutions currently deployed across emea operations. this request, coordinated via zscaler inc, is part of our broader cyber resilience program. additionally, this order includes partial licensing for tanium to enhance layered security and comply with internal audit requirements.","zscalerincwizdefnd+zscaleria+ciscofirepower2000seriesfollowingtheresultsofourlatestvulnerabilityassessment,weareinitiatingtheprocurementofwizdefndtoreplaceoutdatedsolutionscurrentlydeployedacrossemeaoperations.thisrequest,coordinatedviazscalerinc,ispartofourbroadercyberresilienceprogram.additionally,thisorderincludespartiallicensingfortaniumtoenhancelayeredsecurityandcomplywithinternalauditrequirements.",firepower 2000,PROD003,Cisco Firepower 2000 Series,Cisco,medium,keyword
REQ54444,Tanium Inc,Wiz Defnd + CrowdStrike EDR + Z$caler IA,"Annual renewal and capacity expansion of WizDefnd for APAC teams is required to maintain defensive posture. This transaction via Tanium Inc also bundles CrowdStrike Falcon licenses, ensuring integrated controls across multiple vectors. Implementation will be handled in Q3 following testing in staging environments.",24926.18,DRAFT,08/10/2023,,tanium inc,"tanium inc wiz defnd + crowdstrike edr + z$caler ia annual renewal and capacity expansion of wizdefnd for apac teams is required to maintain defensive posture. this transaction via tanium inc also bundles crowdstrike falcon licenses, ensuring integrated controls across multiple vectors. implementation will be handled in q3 following testing in staging environments.","taniumincwizdefnd+crowdstrikeedr+z$caleriaannualrenewalandcapacityexpansionofwizdefndforapacteamsisrequiredtomaintaindefensiveposture.thistransactionviataniumincalsobundlescrowdstrikefalconlicenses,ensuringintegratedcontrolsacrossmultiplevectors.implementationwillbehandledinq3followingtestinginstagingenvironments.",falcon,PROD002,CrowdStrike Falcon Enterprise,CrowdStrike,medium,keyword
REQ90805,Zscaler Inc,TaniumMgmt + Wiz Defnd + Cisco FP2K,"Procurement of Tanium Endpoint is being prioritised under the FY23 budget allocation for security enhancements. The acquisition, handled through Zscaler Inc, addresses critical gaps identified in the last compliance audit. The package will also integrate with WizDefnd to improve overall coverage in Americas.",355826.2,CANCELLED,30/08/2025,,zscaler inc,"zscaler inc taniummgmt + wiz defnd + cisco fp2k procurement of tanium endpoint is being prioritised under the fy23 budget allocation for security enhancements. the acquisition, handled through zscaler inc, addresses critical gaps identified in the last compliance audit. the package will also integrate with wizdefnd to improve overall coverage in americas.","zscalerinctaniummgmt+wizdefnd+ciscofp2kprocurementoftaniumendpointisbeingprioritisedunderthefy23budgetallocationforsecurityenhancements.theacquisition,handledthroughzscalerinc,addressescriticalgapsidentifiedinthelastcomplianceaudit.thepackagewillalsointegratewithwizdefndtoimproveoverallcoverageinamericas.",,,,,low,fallback
REQ85821,Microsoft Corp,Zscaler Internet Access + TaniumMgmt,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Z$caler IA. This purchase, processed via Microsoft Corp, will complement our existing deployment of WizDefnd and ensure coverage for 3067 users in APAC. Budget reallocation approved by the CISO on 2023-02-24.",242822.15,ORDERED,30/10/2023,,microsoft corp,"microsoft corp zscaler internet access + taniummgmt in response to recent threat intelligence reports, it security has recommended immediate onboarding of z$caler ia. this purchase, processed via microsoft corp, will complement our existing deployment of wizdefnd and ensure coverage for 3067 users in apac. budget reallocation approved by the ciso on 2023-02-24.","microsoftcorpzscalerinternetaccess+taniummgmtinresponsetorecentthreatintelligencereports,itsecurityhasrecommendedimmediateonboardingofz$caleria.thispurchase,processedviamicrosoftcorp,willcomplementourexistingdeploymentofwizdefndandensurecoveragefor3067usersinapac.budgetreallocationapprovedbythecisoon20230224.",zscaler internet access,PROD007,Zscaler Internet Access,Zscaler,medium,keyword
REQ36724,Wiz Inc,Zscaler IA + Wiz Defnd + TaniumMgmt,"Procurement of Zscaler IA is being prioritised under the FY23 budget allocation for security enhancements. The acquisition, handled through Wiz Inc, addresses critical gaps identified in the last compliance audit. The package will also integrate with Cisco FP2K to improve overall coverage in Americas.",35829.24,PENDING,28/11/2025,,wiz inc,"wiz inc zscaler ia + wiz defnd + taniummgmt procurement of zscaler ia is being prioritised under the fy23 budget allocation for security enhancements. the acquisition, handled through wiz inc, addresses critical gaps identified in the last compliance audit. the package will also integrate with cisco fp2k to improve overall coverage in americas.","wizinczscaleria+wizdefnd+taniummgmtprocurementofzscaleriaisbeingprioritisedunderthefy23budgetallocationforsecurityenhancements.theacquisition,handledthroughwizinc,addressescriticalgapsidentifiedinthelastcomplianceaudit.thepackagewillalsointegratewithciscofp2ktoimproveoverallcoverageinamericas.",zscaler ia,PROD007,Zscaler Internet Access,Zscaler,medium,keyword
REQ98587,Zscaler Inc,Crowdstrik Flacon + Tanium + WizDefnd,"As part of our cloud security strategy, the acquisition of CS Falcon is being processed via Zscaler Inc. This initiative includes additional modules for Tanium Endpoint, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",281252.89,PENDING,01/09/2024,,zscaler inc,"zscaler inc crowdstrik flacon + tanium + wizdefnd as part of our cloud security strategy, the acquisition of cs falcon is being processed via zscaler inc. this initiative includes additional modules for tanium endpoint, supporting both emea and apac operations. justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.","zscalerinccrowdstrikflacon+tanium+wizdefndaspartofourcloudsecuritystrategy,theacquisitionofcsfalconisbeingprocessedviazscalerinc.thisinitiativeincludesadditionalmodulesfortaniumendpoint,supportingbothemeaandapacoperations.justificationforthisprocurementistiedtozerotrustarchitectureadoptionandenhancedincidentresponsereadiness.",falcon,PROD002,CrowdStrike Falcon Enterprise,CrowdStrike,medium,keyword
REQ25974,Tanium Inc,Zscaler Internet Access + WizCld + Cisco Firepower 2000 Series,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Zscaler IA. This purchase, processed via Tanium Inc, will complement our existing deployment of Wiz Defnd and ensure coverage for 1748 users in Americas. Budget reallocation approved by the CISO on 2024-12-15.",147377.02,DRAFT,10/12/2024,,tanium inc,"tanium inc zscaler internet access + wizcld + cisco firepower 2000 series in response to recent threat intelligence reports, it security has recommended immediate onboarding of zscaler ia. this purchase, processed via tanium inc, will complement our existing deployment of wiz defnd and ensure coverage for 1748 users in americas. budget reallocation approved by the ciso on 2024-12-15.","taniuminczscalerinternetaccess+wizcld+ciscofirepower2000seriesinresponsetorecentthreatintelligencereports,itsecurityhasrecommendedimmediateonboardingofzscaleria.thispurchase,processedviataniuminc,willcomplementourexistingdeploymentofwizdefndandensurecoveragefor1748usersinamericas.budgetreallocationapprovedbythecisoon20241215.",firepower 2000,PROD003,Cisco Firepower 2000 Series,Cisco,medium,keyword
REQ86917,Tanium Inc,Wiz Cloud + Crowdstrik Flacon,"As part of our cloud security strategy, the acquisition of Wiz Cl0ud is being processed via Tanium Inc. This initiative includes additional modules for CrowdStrike Falcon, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",320782.56,DRAFT,25/07/2023,,tanium inc,"tanium inc wiz cloud + crowdstrik flacon as part of our cloud security strategy, the acquisition of wiz cl0ud is being processed via tanium inc. this initiative includes additional modules for crowdstrike falcon, supporting both emea and apac operations. justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.","taniumincwizcloud+crowdstrikflaconaspartofourcloudsecuritystrategy,theacquisitionofwizcl0udisbeingprocessedviataniuminc.thisinitiativeincludesadditionalmodulesforcrowdstrikefalcon,supportingbothemeaandapacoperations.justificationforthisprocurementistiedtozerotrustarchitectureadoptionandenhancedincidentresponsereadiness.",falcon,PROD002,CrowdStrike Falcon Enterprise,CrowdStrike,medium,keyword
REQ36143,Zscaler Inc,Wiz Cl0ud + Cisco Firepower 2000 Series + Zscaler Internet Access,"Annual renewal and capacity expansion of Wiz Cl0ud for EMEA teams is required to maintain defensive posture. This transaction via Zscaler Inc also bundles Zscaler IA licenses, ensuring integrated controls across multiple vectors. Implementation will be handled in Q2 following testing in staging environments.",327887.87,PENDING,31/12/2025,,zscaler inc,"zscaler inc wiz cl0ud + cisco firepower 2000 series + zscaler internet access annual renewal and capacity expansion of wiz cl0ud for emea teams is required to maintain defensive posture. this transaction via zscaler inc also bundles zscaler ia licenses, ensuring integrated controls across multiple vectors. implementation will be handled in q2 following testing in staging environments.","zscalerincwizcl0ud+ciscofirepower2000series+zscalerinternetaccessannualrenewalandcapacityexpansionofwizcl0udforemeateamsisrequiredtomaintaindefensiveposture.thistransactionviazscalerincalsobundleszscalerialicenses,ensuringintegratedcontrolsacrossmultiplevectors.implementationwillbehandledinq2followingtestinginstagingenvironments.",firepower 2000,PROD003,Cisco Firepower 2000 Series,Cisco,medium,keyword
